Invoice Date,Invoice Number,Invoice Status,Customer Name,SKU,Quantity,Item Price,Invoice Line Amount,Notes,Reference Number,row_id,merchant_order_id,Validation_Flag,settlement_id
2025-09-05,AMZN3845864,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-1538917-3845864-24391894961_429,24391894961,429,702-1538917-3845864,Valid,24391894961
2025-09-04,AMZN7285048,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 701-2446287-7285048-24391894961_433,24391894961,433,701-2446287-7285048,Valid,24391894961
2025-09-06,AMZN9657012,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-1964061-9657012-24391894961_437,24391894961,437,701-1964061-9657012,Valid,24391894961
2025-09-05,AMZN5216262,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-0109464-5216262-24391894961_443,24391894961,443,702-0109464-5216262,Valid,24391894961
2025-09-05,AMZN0669026,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 702-5350612-0669026-24391894961_447,24391894961,447,702-5350612-0669026,Valid,24391894961
2025-09-02,AMZN4169855,Draft,Amazon.ca,SALTT30-CHRY,1.0,60.0,60.0,Order 702-1130946-4169855-24391894961_453,24391894961,453,702-1130946-4169855,Valid,24391894961
2025-09-05,AMZN9691467,Draft,Amazon.ca,SALTT30-LOCO,1.0,59.99,59.99,Order 702-1967865-9691467-24391894961_457,24391894961,457,702-1967865-9691467,Valid,24391894961
2025-09-04,AMZN1658633,Draft,Amazon.ca,SALTT15-FRUT,1.0,35.0,35.0,Order 701-7074412-1658633-24391894961_461,24391894961,461,701-7074412-1658633,Valid,24391894961
2025-09-06,AMZN7293847,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-3144118-7293847-24391894961_465,24391894961,465,701-3144118-7293847,Valid,24391894961
2025-09-03,AMZN5121067,Draft,Amazon.ca,SALTT30-LMLM,1.0,59.99,59.99,Order 701-8091602-5121067-24391894961_469,24391894961,469,701-8091602-5121067,Valid,24391894961
2025-09-03,AMZN7785045,Draft,Amazon.ca,SALTT30-CRML,1.0,59.99,59.99,Order 701-4837707-7785045-24391894961_473,24391894961,473,701-4837707-7785045,Valid,24391894961
2025-09-01,AMZN0798647,Draft,Amazon.ca,SALTT15-ALLT,1.0,35.0,35.0,Order 702-4071942-0798647-24391894961_477,24391894961,477,702-4071942-0798647,Valid,24391894961
2025-09-04,AMZN5627437,Draft,Amazon.ca,SALTT30-BERY,1.0,59.99,59.99,Order 702-9550393-5627437-24391894961_481,24391894961,481,702-9550393-5627437,Valid,24391894961
2025-09-04,AMZN2429800,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-1188530-2429800-24391894961_485,24391894961,485,701-1188530-2429800,Valid,24391894961
2025-09-04,AMZN7362642,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-1925088-7362642-24391894961_491,24391894961,491,702-1925088-7362642,Valid,24391894961
2025-09-07,AMZN6467418,Draft,Amazon.ca,SALTT30-CRML,1.0,59.99,59.99,Order 701-1357384-6467418-24391894961_497,24391894961,497,701-1357384-6467418,Valid,24391894961
2025-09-11,AMZN0956253,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-7883608-0956253-24391894961_503,24391894961,503,701-7883608-0956253,Valid,24391894961
2025-09-11,AMZN9080251,Draft,Amazon.ca,SALTT30-SUMR,1.0,59.99,59.99,Order 702-2811907-9080251-24391894961_507,24391894961,507,702-2811907-9080251,Valid,24391894961
2025-09-11,AMZN2530629,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 702-6901587-2530629-24391894961_511,24391894961,511,702-6901587-2530629,Valid,24391894961
2025-09-11,AMZN5257821,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-8839531-5257821-24391894961_517,24391894961,517,701-8839531-5257821,Valid,24391894961
2025-09-10,AMZN4685033,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-2041444-4685033-24391894961_523,24391894961,523,701-2041444-4685033,Valid,24391894961
2025-09-07,AMZN2152201,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-8052070-2152201-24391894961_529,24391894961,529,702-8052070-2152201,Valid,24391894961
2025-09-11,AMZN2070628,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 702-2261809-2070628-24391894961_535,24391894961,535,702-2261809-2070628,Valid,24391894961
2025-09-10,AMZN8520258,Draft,Amazon.ca,SALTT30-BERY,1.0,59.99,59.99,Order 701-5686303-8520258-24391894961_539,24391894961,539,701-5686303-8520258,Valid,24391894961
2025-09-11,AMZN2088212,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-2424884-2088212-24391894961_543,24391894961,543,701-2424884-2088212,Valid,24391894961
2025-09-07,AMZN5865067,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-3247476-5865067-24391894961_547,24391894961,547,701-3247476-5865067,Valid,24391894961
2025-09-10,AMZN8097850,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-1360021-8097850-24391894961_551,24391894961,551,702-1360021-8097850,Valid,24391894961
2025-09-11,AMZN0220267,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-5622819-0220267-24391894961_555,24391894961,555,702-5622819-0220267,Valid,24391894961
2025-09-07,AMZN4721055,Draft,Amazon.ca,SALTT30-GRPF,1.0,59.99,59.99,Order 701-0839688-4721055-24391894961_559,24391894961,559,701-0839688-4721055,Valid,24391894961
2025-09-11,AMZN1257030,Draft,Amazon.ca,SALTT30-LMLM,1.0,59.99,59.99,Order 702-1395540-1257030-24391894961_563,24391894961,563,702-1395540-1257030,Valid,24391894961
2025-09-08,AMZN4309067,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-2649574-4309067-24391894961_567,24391894961,567,701-2649574-4309067,Valid,24391894961
2025-09-09,AMZN6696215,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-9714042-6696215-24391894961_573,24391894961,573,702-9714042-6696215,Valid,24391894961
2025-09-09,AMZN5544235,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-2794064-5544235-24391894961_579,24391894961,579,701-2794064-5544235,Valid,24391894961
2025-09-11,AMZN2360215,Draft,Amazon.ca,SALTT30-MELN,1.0,59.99,59.99,Order 702-3394645-2360215-24391894961_583,24391894961,583,702-3394645-2360215,Valid,24391894961
2025-09-11,AMZN2360215,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-3394645-2360215-24391894961_587,24391894961,587,702-3394645-2360215,Valid,24391894961
2025-09-08,AMZN3436254,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-9904079-3436254-24391894961_591,24391894961,591,702-9904079-3436254,Valid,24391894961
2025-09-11,AMZN6262637,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 701-9456164-6262637-24391894961_595,24391894961,595,701-9456164-6262637,Valid,24391894961
2025-09-11,AMZN6262637,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 701-9456164-6262637-24391894961_601,24391894961,601,701-9456164-6262637,Valid,24391894961
2025-09-07,AMZN3485022,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-1124921-3485022-24391894961_607,24391894961,607,701-1124921-3485022,Valid,24391894961
2025-09-09,AMZN7191431,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-8533296-7191431-24391894961_611,24391894961,611,702-8533296-7191431,Valid,24391894961
2025-09-10,AMZN3173825,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-1115558-3173825-24391894961_615,24391894961,615,701-1115558-3173825,Valid,24391894961
2025-09-11,AMZN4383453,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-2480835-4383453-24391894961_619,24391894961,619,702-2480835-4383453,Valid,24391894961
2025-09-11,AMZN5584241,Draft,Amazon.ca,SALTT30-GRPF,1.0,59.99,59.99,Order 702-2933845-5584241-24391894961_623,24391894961,623,702-2933845-5584241,Valid,24391894961
2025-09-09,AMZN3023422,Draft,Amazon.ca,SALTT30-CRML,1.0,59.99,59.99,Order 701-4440246-3023422-24391894961_627,24391894961,627,701-4440246-3023422,Valid,24391894961
2025-09-10,AMZN9365851,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-7782297-9365851-24391894961_631,24391894961,631,701-7782297-9365851,Valid,24391894961
2025-09-11,AMZN4690607,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-4032382-4690607-24391894961_637,24391894961,637,702-4032382-4690607,Valid,24391894961
2025-09-10,AMZN7613814,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-3386550-7613814-24391894961_643,24391894961,643,702-3386550-7613814,Valid,24391894961
2025-09-09,AMZN5240248,Draft,Amazon.ca,SALTT30-FRUT,2.0,59.99,119.98,Order 701-8564922-5240248-24391894961_647,24391894961,647,701-8564922-5240248,Valid,24391894961
2025-09-10,AMZN2693034,Draft,Amazon.ca,SALTT30-LMLM,1.0,59.99,59.99,Order 702-6087274-2693034-24391894961_651,24391894961,651,702-6087274-2693034,Valid,24391894961
2025-09-09,AMZN9599408,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 702-5131278-9599408-24391894961_655,24391894961,655,702-5131278-9599408,Valid,24391894961
2025-09-07,AMZN5887442,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-2905782-5887442-24391894961_659,24391894961,659,701-2905782-5887442,Valid,24391894961
2025-09-10,AMZN4901841,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-9296145-4901841-24391894961_663,24391894961,663,701-9296145-4901841,Valid,24391894961
2025-09-08,AMZN5289017,Draft,Amazon.ca,SALTT30-MNGO,1.0,59.99,59.99,Order 702-6702647-5289017-24391894961_667,24391894961,667,702-6702647-5289017,Valid,24391894961
2025-09-10,AMZN8363444,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-6362413-8363444-24391894961_671,24391894961,671,701-6362413-8363444,Valid,24391894961
2025-09-07,AMZN2281016,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-0262560-2281016-24391894961_675,24391894961,675,702-0262560-2281016,Valid,24391894961
2025-09-08,AMZN4664263,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 701-7811386-4664263-24391894961_679,24391894961,679,701-7811386-4664263,Valid,24391894961
2025-09-10,AMZN2918621,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-0811574-2918621-24391894961_685,24391894961,685,702-0811574-2918621,Valid,24391894961
2025-09-09,AMZN5897056,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-2100241-5897056-24391894961_689,24391894961,689,701-2100241-5897056,Valid,24391894961
2025-09-10,AMZN9387418,Draft,Amazon.ca,SALTT30-ORNG,2.0,59.99,119.98,Order 701-9295145-9387418-24391894961_695,24391894961,695,701-9295145-9387418,Valid,24391894961
