Invoice Number,Customer Name,Payment Amount,Payment Date,Paid Through Account,Payment Mode,Description,Reference Number,settlement_id
AMZN2530629,Amazon.ca,34.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 511 - Merchant Order ID: 702-6901587-2530629,24391894961,24391894961
AMZN2583441,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 294 - Merchant Order ID: 702-3293085-2583441,24391894961,24391894961
AMZN2693034,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 651 - Merchant Order ID: 702-6087274-2693034,24391894961,24391894961
AMZN2825843,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 399 - Merchant Order ID: 701-1304616-2825843,24391894961,24391894961
AMZN2918621,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 685 - Merchant Order ID: 702-0811574-2918621,24391894961,24391894961
AMZN3023422,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 627 - Merchant Order ID: 701-4440246-3023422,24391894961,24391894961
AMZN3066651,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 395 - Merchant Order ID: 702-5908241-3066651,24391894961,24391894961
AMZN3149825,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 363 - Merchant Order ID: 702-2099852-3149825,24391894961,24391894961
AMZN3173825,Amazon.ca,34.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 615 - Merchant Order ID: 701-1115558-3173825,24391894961,24391894961
AMZN3250656,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 212 - Merchant Order ID: 702-8856509-3250656,24391894961,24391894961
AMZN3317810,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 274 - Merchant Order ID: 702-9981370-3317810,24391894961,24391894961
AMZN3436254,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 591 - Merchant Order ID: 702-9904079-3436254,24391894961,24391894961
AMZN3485022,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 607 - Merchant Order ID: 701-1124921-3485022,24391894961,24391894961
AMZN3845864,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 429 - Merchant Order ID: 702-1538917-3845864,24391894961,24391894961
AMZN3949017,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 258 - Merchant Order ID: 701-8757043-3949017,24391894961,24391894961
AMZN4169855,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 453 - Merchant Order ID: 702-1130946-4169855,24391894961,24391894961
AMZN4263438,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 341 - Merchant Order ID: 702-4452336-4263438,24391894961,24391894961
AMZN4288202,Amazon.ca,35.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 298 - Merchant Order ID: 702-2270868-4288202,24391894961,24391894961
AMZN4309067,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 567 - Merchant Order ID: 701-2649574-4309067,24391894961,24391894961
AMZN4383453,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 619 - Merchant Order ID: 702-2480835-4383453,24391894961,24391894961
AMZN4460228,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 266 - Merchant Order ID: 702-2778700-4460228,24391894961,24391894961
AMZN4664263,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 679 - Merchant Order ID: 701-7811386-4664263,24391894961,24391894961
AMZN4685033,Amazon.ca,34.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 523 - Merchant Order ID: 701-2041444-4685033,24391894961,24391894961
AMZN4690607,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 637 - Merchant Order ID: 702-4032382-4690607,24391894961,24391894961
AMZN4721055,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 559 - Merchant Order ID: 701-0839688-4721055,24391894961,24391894961
AMZN4901841,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 663 - Merchant Order ID: 701-9296145-4901841,24391894961,24391894961
AMZN5097815,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 369 - Merchant Order ID: 702-7151359-5097815,24391894961,24391894961
AMZN5121067,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 469 - Merchant Order ID: 701-8091602-5121067,24391894961,24391894961
AMZN5216262,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 443 - Merchant Order ID: 702-0109464-5216262,24391894961,24391894961
AMZN5232255,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 385 - Merchant Order ID: 701-9060804-5232255,24391894961,24391894961
AMZN5240248,Amazon.ca,119.98,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 647 - Merchant Order ID: 701-8564922-5240248,24391894961,24391894961
AMZN5257821,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 517 - Merchant Order ID: 701-8839531-5257821,24391894961,24391894961
AMZN5263404,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 409 - Merchant Order ID: 702-1607186-5263404,24391894961,24391894961
AMZN5289017,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 667 - Merchant Order ID: 702-6702647-5289017,24391894961,24391894961
AMZN5313846,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 327 - Merchant Order ID: 702-6090569-5313846,24391894961,24391894961
AMZN5540245,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 270 - Merchant Order ID: 701-2378593-5540245,24391894961,24391894961
AMZN5544235,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 579 - Merchant Order ID: 701-2794064-5544235,24391894961,24391894961
AMZN5584241,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 623 - Merchant Order ID: 702-2933845-5584241,24391894961,24391894961
AMZN5627437,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 481 - Merchant Order ID: 702-9550393-5627437,24391894961,24391894961
AMZN5865067,Amazon.ca,34.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 547 - Merchant Order ID: 701-3247476-5865067,24391894961,24391894961
AMZN5887442,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 659 - Merchant Order ID: 701-2905782-5887442,24391894961,24391894961
AMZN5897056,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 689 - Merchant Order ID: 701-2100241-5897056,24391894961,24391894961
AMZN5930661,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 391 - Merchant Order ID: 702-4258543-5930661,24391894961,24391894961
AMZN6056244,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 321 - Merchant Order ID: 701-2878968-6056244,24391894961,24391894961
AMZN6262637,Amazon.ca,94.98,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 595 - Merchant Order ID: 701-9456164-6262637,24391894961,24391894961
AMZN6467418,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 497 - Merchant Order ID: 701-1357384-6467418,24391894961,24391894961
AMZN6696215,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 573 - Merchant Order ID: 702-9714042-6696215,24391894961,24391894961
AMZN6707413,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 337 - Merchant Order ID: 701-6811859-6707413,24391894961,24391894961
AMZN6800247,Amazon.ca,34.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 307 - Merchant Order ID: 701-9529367-6800247,24391894961,24391894961
AMZN6860248,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 379 - Merchant Order ID: 701-9363519-6860248,24391894961,24391894961
AMZN6906636,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 403 - Merchant Order ID: 701-6087343-6906636,24391894961,24391894961
AMZN7191431,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 611 - Merchant Order ID: 702-8533296-7191431,24391894961,24391894961
AMZN7285048,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 433 - Merchant Order ID: 701-2446287-7285048,24391894961,24391894961
AMZN7293847,Amazon.ca,34.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 465 - Merchant Order ID: 701-3144118-7293847,24391894961,24391894961
AMZN7315405,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 353 - Merchant Order ID: 702-9405931-7315405,24391894961,24391894961
AMZN7362642,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 491 - Merchant Order ID: 702-1925088-7362642,24391894961,24391894961
AMZN7401864,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 345 - Merchant Order ID: 702-7388493-7401864,24391894961,24391894961
AMZN7613814,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 643 - Merchant Order ID: 702-3386550-7613814,24391894961,24391894961
AMZN7785045,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 473 - Merchant Order ID: 701-4837707-7785045,24391894961,24391894961
AMZN7876222,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 331 - Merchant Order ID: 702-8069095-7876222,24391894961,24391894961
AMZN7933867,Amazon.ca,34.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 415 - Merchant Order ID: 701-3188829-7933867,24391894961,24391894961
AMZN8097850,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 551 - Merchant Order ID: 702-1360021-8097850,24391894961,24391894961
AMZN8363444,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 671 - Merchant Order ID: 701-6362413-8363444,24391894961,24391894961
AMZN8502622,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 290 - Merchant Order ID: 702-7923655-8502622,24391894961,24391894961
AMZN8520258,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 539 - Merchant Order ID: 701-5686303-8520258,24391894961,24391894961
AMZN8692211,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 278 - Merchant Order ID: 702-4828738-8692211,24391894961,24391894961
AMZN8791470,Amazon.ca,35.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 254 - Merchant Order ID: 701-0148205-8791470,24391894961,24391894961
AMZN9080251,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 507 - Merchant Order ID: 702-2811907-9080251,24391894961,24391894961
AMZN9302633,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 242 - Merchant Order ID: 702-8935554-9302633,24391894961,24391894961
AMZN9365851,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 631 - Merchant Order ID: 701-7782297-9365851,24391894961,24391894961
AMZN9387418,Amazon.ca,119.98,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 695 - Merchant Order ID: 701-9295145-9387418,24391894961,24391894961
AMZN9599408,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 655 - Merchant Order ID: 702-5131278-9599408,24391894961,24391894961
AMZN9622624,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 220 - Merchant Order ID: 702-9638847-9622624,24391894961,24391894961
AMZN9657012,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 437 - Merchant Order ID: 701-1964061-9657012,24391894961,24391894961
AMZN9691467,Amazon.ca,59.99,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 457 - Merchant Order ID: 702-1967865-9691467,24391894961,24391894961
AMZN9775406,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 226 - Merchant Order ID: 701-4521567-9775406,24391894961,24391894961
AMZN9949808,Amazon.ca,60.0,2025-09-13,Amazon.ca Clearing,Direct Deposit,Row ID: 216 - Merchant Order ID: 701-9652952-9949808,24391894961,24391894961
