Invoice Number,Customer Name,Payment Amount,Payment Date,Paid Through Account,Payment Mode,Description,Reference Number,settlement_id
AMZN1211437,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1774 - Merchant Order ID: 702-9224232-1211437,24596907561,24596907561
AMZN1234669,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1500 - Merchant Order ID: 702-5616856-1234669,24596907561,24596907561
AMZN1260256,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1558 - Merchant Order ID: 701-7946375-1260256,24596907561,24596907561
AMZN1270630,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2020 - Merchant Order ID: 701-7813229-1270630,24596907561,24596907561
AMZN1389065,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1836 - Merchant Order ID: 702-2113288-1389065,24596907561,24596907561
AMZN1444267,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2100 - Merchant Order ID: 702-5554083-1444267,24596907561,24596907561
AMZN1667436,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2074 - Merchant Order ID: 702-3051588-1667436,24596907561,24596907561
AMZN1754644,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1458 - Merchant Order ID: 701-7702389-1754644,24596907561,24596907561
AMZN1880201,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1902 - Merchant Order ID: 701-8448186-1880201,24596907561,24596907561
AMZN1957039,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2112 - Merchant Order ID: 702-1567682-1957039,24596907561,24596907561
AMZN2010638,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2086 - Merchant Order ID: 701-9396647-2010638,24596907561,24596907561
AMZN2054639,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1436 - Merchant Order ID: 702-1320748-2054639,24596907561,24596907561
AMZN2184218,Amazon.ca,119.98,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1840 - Merchant Order ID: 701-8159137-2184218,24596907561,24596907561
AMZN2353866,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2080 - Merchant Order ID: 702-3644823-2353866,24596907561,24596907561
AMZN2354644,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2024 - Merchant Order ID: 702-2257313-2354644,24596907561,24596907561
AMZN2457844,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1664 - Merchant Order ID: 701-2451484-2457844,24596907561,24596907561
AMZN2589845,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1884 - Merchant Order ID: 702-9287018-2589845,24596907561,24596907561
AMZN2676242,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1980 - Merchant Order ID: 702-5514242-2676242,24596907561,24596907561
AMZN2748237,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1612 - Merchant Order ID: 701-4945765-2748237,24596907561,24596907561
AMZN2848216,Amazon.ca,119.98,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1546 - Merchant Order ID: 701-9322945-2848216,24596907561,24596907561
AMZN2863407,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1718 - Merchant Order ID: 701-3099607-2863407,24596907561,24596907561
AMZN2963413,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1576 - Merchant Order ID: 701-3632174-2963413,24596907561,24596907561
AMZN3100225,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2092 - Merchant Order ID: 701-8624041-3100225,24596907561,24596907561
AMZN3115461,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1888 - Merchant Order ID: 702-8922598-3115461,24596907561,24596907561
AMZN3124221,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1590 - Merchant Order ID: 701-8117142-3124221,24596907561,24596907561
AMZN3149822,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1846 - Merchant Order ID: 702-2236517-3149822,24596907561,24596907561
AMZN3253022,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1668 - Merchant Order ID: 701-0176525-3253022,24596907561,24596907561
AMZN3303457,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1972 - Merchant Order ID: 702-4641772-3303457,24596907561,24596907561
AMZN3310614,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1676 - Merchant Order ID: 702-9870410-3310614,24596907561,24596907561
AMZN3413005,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1432 - Merchant Order ID: 702-2805774-3413005,24596907561,24596907561
AMZN3433023,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1528 - Merchant Order ID: 702-3925304-3433023,24596907561,24596907561
AMZN3518636,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1512 - Merchant Order ID: 702-1636682-3518636,24596907561,24596907561
AMZN3619461,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1684 - Merchant Order ID: 701-0174523-3619461,24596907561,24596907561
AMZN3658626,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1492 - Merchant Order ID: 701-7453684-3658626,24596907561,24596907561
AMZN3751426,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1442 - Merchant Order ID: 701-5862806-3751426,24596907561,24596907561
AMZN3812211,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1462 - Merchant Order ID: 702-7803292-3812211,24596907561,24596907561
AMZN3860211,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1580 - Merchant Order ID: 702-1996529-3860211,24596907561,24596907561
AMZN4034633,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2058 - Merchant Order ID: 701-4226442-4034633,24596907561,24596907561
AMZN4049066,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1554 - Merchant Order ID: 701-4132402-4049066,24596907561,24596907561
AMZN4294604,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1780 - Merchant Order ID: 701-4106612-4294604,24596907561,24596907561
AMZN4352236,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2054 - Merchant Order ID: 701-5825429-4352236,24596907561,24596907561
AMZN4370615,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1680 - Merchant Order ID: 701-9397874-4370615,24596907561,24596907561
AMZN4497828,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2016 - Merchant Order ID: 702-8790029-4497828,24596907561,24596907561
AMZN4507460,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1524 - Merchant Order ID: 702-7277529-4507460,24596907561,24596907561
AMZN4514654,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1648 - Merchant Order ID: 701-0480212-4514654,24596907561,24596907561
AMZN4569859,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1622 - Merchant Order ID: 702-4499853-4569859,24596907561,24596907561
AMZN4657856,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1770 - Merchant Order ID: 701-6204323-4657856,24596907561,24596907561
AMZN4671456,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2068 - Merchant Order ID: 701-2638443-4671456,24596907561,24596907561
AMZN4688244,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1504 - Merchant Order ID: 701-7227399-4688244,24596907561,24596907561
AMZN4738660,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2096 - Merchant Order ID: 701-9840033-4738660,24596907561,24596907561
AMZN4758606,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1952 - Merchant Order ID: 702-7439455-4758606,24596907561,24596907561
AMZN5092255,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1692 - Merchant Order ID: 702-4653098-5092255,24596907561,24596907561
AMZN5129827,Amazon.ca,119.98,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1948 - Merchant Order ID: 701-5806300-5129827,24596907561,24596907561
AMZN5149832,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2012 - Merchant Order ID: 702-7895789-5149832,24596907561,24596907561
AMZN5270639,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2050 - Merchant Order ID: 701-8089085-5270639,24596907561,24596907561
AMZN5303411,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1744 - Merchant Order ID: 702-7532980-5303411,24596907561,24596907561
AMZN5384266,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2032 - Merchant Order ID: 701-9689974-5384266,24596907561,24596907561
AMZN5564258,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1924 - Merchant Order ID: 701-4064596-5564258,24596907561,24596907561
AMZN5611425,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1470 - Merchant Order ID: 701-6735242-5611425,24596907561,24596907561
AMZN5665052,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1976 - Merchant Order ID: 702-5495367-5665052,24596907561,24596907561
AMZN5757822,Amazon.ca,179.97,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1698 - Merchant Order ID: 701-9832900-5757822,24596907561,24596907561
AMZN5787456,Amazon.ca,179.97,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1802 - Merchant Order ID: 702-6819604-5787456,24596907561,24596907561
AMZN5797868,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1914 - Merchant Order ID: 702-9405697-5797868,24596907561,24596907561
AMZN6040252,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1852 - Merchant Order ID: 701-9929542-6040252,24596907561,24596907561
AMZN6053047,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1532 - Merchant Order ID: 702-1485093-6053047,24596907561,24596907561
AMZN6106620,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1518 - Merchant Order ID: 701-0694752-6106620,24596907561,24596907561
AMZN6126618,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1604 - Merchant Order ID: 702-3454532-6126618,24596907561,24596907561
AMZN6361000,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1896 - Merchant Order ID: 702-2607638-6361000,24596907561,24596907561
AMZN6501004,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1688 - Merchant Order ID: 701-8075959-6501004,24596907561,24596907561
AMZN6572229,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2036 - Merchant Order ID: 702-6828521-6572229,24596907561,24596907561
AMZN6645035,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1618 - Merchant Order ID: 702-1328442-6645035,24596907561,24596907561
AMZN6645035,Amazon.ca,119.98,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1758 - Merchant Order ID: 702-1328442-6645035,24596907561,24596907561
AMZN6671424,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1928 - Merchant Order ID: 701-3374298-6671424,24596907561,24596907561
AMZN6683430,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1862 - Merchant Order ID: 701-6611652-6683430,24596907561,24596907561
AMZN6727421,Amazon.ca,119.98,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1794 - Merchant Order ID: 701-1370379-6727421,24596907561,24596907561
AMZN6729807,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1868 - Merchant Order ID: 702-4123415-6729807,24596907561,24596907561
AMZN6766609,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1940 - Merchant Order ID: 701-8304243-6766609,24596907561,24596907561
AMZN6767429,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2104 - Merchant Order ID: 702-2182287-6767429,24596907561,24596907561
AMZN6862652,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1722 - Merchant Order ID: 701-9882223-6862652,24596907561,24596907561
AMZN6926639,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1748 - Merchant Order ID: 701-0999334-6926639,24596907561,24596907561
AMZN7071459,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1990 - Merchant Order ID: 701-6567300-7071459,24596907561,24596907561
AMZN7116204,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1466 - Merchant Order ID: 702-5990366-7116204,24596907561,24596907561
AMZN7133822,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2046 - Merchant Order ID: 701-7502246-7133822,24596907561,24596907561
AMZN7145054,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1892 - Merchant Order ID: 702-2307267-7145054,24596907561,24596907561
AMZN7229846,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1964 - Merchant Order ID: 701-7418659-7229846,24596907561,24596907561
AMZN7248211,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1714 - Merchant Order ID: 701-9239826-7248211,24596907561,24596907561
AMZN7309074,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1820 - Merchant Order ID: 702-0155548-7309074,24596907561,24596907561
AMZN7372200,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1450 - Merchant Order ID: 701-8176549-7372200,24596907561,24596907561
AMZN7492268,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1562 - Merchant Order ID: 701-8673700-7492268,24596907561,24596907561
AMZN7658647,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1766 - Merchant Order ID: 701-5560901-7658647,24596907561,24596907561
AMZN7681015,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1824 - Merchant Order ID: 702-9592967-7681015,24596907561,24596907561
AMZN7703462,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1790 - Merchant Order ID: 701-6622831-7703462,24596907561,24596907561
AMZN7859443,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2040 - Merchant Order ID: 702-0114532-7859443,24596907561,24596907561
AMZN7911412,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1832 - Merchant Order ID: 701-2698051-7911412,24596907561,24596907561
AMZN7937815,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2008 - Merchant Order ID: 701-1875635-7937815,24596907561,24596907561
AMZN8046643,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1920 - Merchant Order ID: 701-5691205-8046643,24596907561,24596907561
AMZN8120255,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1542 - Merchant Order ID: 702-0034260-8120255,24596907561,24596907561
AMZN8331458,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1740 - Merchant Order ID: 702-4265375-8331458,24596907561,24596907561
AMZN8454624,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1710 - Merchant Order ID: 702-2230641-8454624,24596907561,24596907561
AMZN8489020,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1536 - Merchant Order ID: 701-8088499-8489020,24596907561,24596907561
AMZN8502622,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1608 - Merchant Order ID: 701-0589721-8502622,24596907561,24596907561
AMZN8569065,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1496 - Merchant Order ID: 701-5439812-8569065,24596907561,24596907561
AMZN8648220,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1968 - Merchant Order ID: 701-4462888-8648220,24596907561,24596907561
AMZN8655404,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1656 - Merchant Order ID: 701-9043487-8655404,24596907561,24596907561
AMZN8748265,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1454 - Merchant Order ID: 702-2380778-8748265,24596907561,24596907561
AMZN8823443,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 2002 - Merchant Order ID: 701-7685979-8823443,24596907561,24596907561
AMZN8896217,Amazon.ca,119.98,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1626 - Merchant Order ID: 702-9332461-8896217,24596907561,24596907561
AMZN8905857,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1634 - Merchant Order ID: 702-8806119-8905857,24596907561,24596907561
AMZN9155436,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1600 - Merchant Order ID: 702-9138742-9155436,24596907561,24596907561
AMZN9165048,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1638 - Merchant Order ID: 702-6340041-9165048,24596907561,24596907561
AMZN9175458,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1872 - Merchant Order ID: 701-3038822-9175458,24596907561,24596907561
AMZN9189046,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1798 - Merchant Order ID: 702-5737325-9189046,24596907561,24596907561
AMZN9250617,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1726 - Merchant Order ID: 701-5271701-9250617,24596907561,24596907561
AMZN9311424,Amazon.ca,119.98,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1994 - Merchant Order ID: 702-6875636-9311424,24596907561,24596907561
AMZN9332252,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1936 - Merchant Order ID: 702-3405983-9332252,24596907561,24596907561
AMZN9335477,Amazon.ca,34.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1660 - Merchant Order ID: 701-0174436-9335477,24596907561,24596907561
AMZN9426615,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1858 - Merchant Order ID: 702-2241812-9426615,24596907561,24596907561
AMZN9613058,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1586 - Merchant Order ID: 701-8479405-9613058,24596907561,24596907561
AMZN9699464,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1488 - Merchant Order ID: 702-0266111-9699464,24596907561,24596907561
AMZN9775446,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1484 - Merchant Order ID: 701-8257065-9775446,24596907561,24596907561
AMZN9830619,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1446 - Merchant Order ID: 701-5163304-9830619,24596907561,24596907561
AMZN9889819,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1652 - Merchant Order ID: 702-0929963-9889819,24596907561,24596907561
AMZN9953863,Amazon.ca,59.99,2025-10-11,Amazon.ca Clearing,Direct Deposit,Row ID: 1736 - Merchant Order ID: 701-4304090-9953863,24596907561,24596907561
