Invoice Date,Invoice Number,Invoice Status,Customer Name,SKU,Quantity,Item Price,Invoice Line Amount,Notes,Reference Number,row_id,merchant_order_id,Validation_Flag,settlement_id
2025-09-15,AMZN7052260,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-7062747-7052260-24495221541_792,24495221541,792,701-7062747-7052260,Valid,24495221541
2025-09-15,AMZN7052260,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-7062747-7052260-24495221541_798,24495221541,798,701-7062747-7052260,Valid,24495221541
2025-09-15,AMZN2709851,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-6308563-2709851-24495221541_804,24495221541,804,702-6308563-2709851,Valid,24495221541
2025-09-16,AMZN1084235,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-4482258-1084235-24495221541_808,24495221541,808,701-4482258-1084235,Valid,24495221541
2025-09-16,AMZN9894652,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-5261655-9894652-24495221541_814,24495221541,814,701-5261655-9894652,Valid,24495221541
2025-09-13,AMZN4562613,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-5867416-4562613-24495221541_818,24495221541,818,701-5867416-4562613,Valid,24495221541
2025-09-12,AMZN0169840,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-0351518-0169840-24495221541_824,24495221541,824,701-0351518-0169840,Valid,24495221541
2025-09-16,AMZN7907443,Draft,Amazon.ca,SALTT30-BERY,1.0,59.99,59.99,Order 702-3221621-7907443-24495221541_830,24495221541,830,702-3221621-7907443,Valid,24495221541
2025-09-16,AMZN3981015,Draft,Amazon.ca,SALTT30-CHRY,1.0,59.99,59.99,Order 701-0360549-3981015-24495221541_834,24495221541,834,701-0360549-3981015,Valid,24495221541
2025-09-13,AMZN2666632,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 702-0422043-2666632-24495221541_838,24495221541,838,702-0422043-2666632,Valid,24495221541
2025-09-13,AMZN6690622,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-1013336-6690622-24495221541_844,24495221541,844,701-1013336-6690622,Valid,24495221541
2025-09-15,AMZN9489859,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-4272227-9489859-24495221541_848,24495221541,848,701-4272227-9489859,Valid,24495221541
2025-09-13,AMZN9093033,Draft,Amazon.ca,SALTT30-LOCO,1.0,59.99,59.99,Order 702-3130542-9093033-24495221541_852,24495221541,852,702-3130542-9093033,Valid,24495221541
2025-09-13,AMZN6464206,Draft,Amazon.ca,SALTT30-LMLM,1.0,59.99,59.99,Order 702-0464883-6464206-24495221541_856,24495221541,856,702-0464883-6464206,Valid,24495221541
2025-09-15,AMZN8113815,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-3223184-8113815-24495221541_862,24495221541,862,702-3223184-8113815,Valid,24495221541
2025-09-15,AMZN2704219,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-7067788-2704219-24495221541_866,24495221541,866,702-7067788-2704219,Valid,24495221541
2025-09-16,AMZN0000222,Draft,Amazon.ca,SALTT30-CRML,1.0,59.99,59.99,Order 701-1846984-0000222-24495221541_870,24495221541,870,701-1846984-0000222,Valid,24495221541
2025-09-13,AMZN4381035,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-8051225-4381035-24495221541_874,24495221541,874,701-8051225-4381035,Valid,24495221541
2025-09-16,AMZN7822628,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 701-2195597-7822628-24495221541_878,24495221541,878,701-2195597-7822628,Valid,24495221541
2025-09-15,AMZN2145048,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 702-7322508-2145048-24495221541_882,24495221541,882,702-7322508-2145048,Valid,24495221541
2025-09-12,AMZN8114621,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 702-3645653-8114621-24495221541_886,24495221541,886,702-3645653-8114621,Valid,24495221541
2025-09-14,AMZN4585016,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 702-6353299-4585016-24495221541_890,24495221541,890,702-6353299-4585016,Valid,24495221541
2025-09-12,AMZN8455414,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 701-1561694-8455414-24495221541_894,24495221541,894,701-1561694-8455414,Valid,24495221541
2025-09-14,AMZN9073816,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 701-9939968-9073816-24495221541_900,24495221541,900,701-9939968-9073816,Valid,24495221541
2025-09-15,AMZN8032216,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-9554774-8032216-24495221541_904,24495221541,904,702-9554774-8032216,Valid,24495221541
2025-09-14,AMZN0162615,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-2973969-0162615-24495221541_908,24495221541,908,702-2973969-0162615,Valid,24495221541
2025-09-14,AMZN0347405,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-9340846-0347405-24495221541_912,24495221541,912,701-9340846-0347405,Valid,24495221541
2025-09-13,AMZN8953806,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 701-2601712-8953806-24495221541_916,24495221541,916,701-2601712-8953806,Valid,24495221541
2025-09-13,AMZN2285052,Draft,Amazon.ca,SALTT30-LOCO,1.0,59.99,59.99,Order 701-0723705-2285052-24495221541_920,24495221541,920,701-0723705-2285052,Valid,24495221541
2025-09-15,AMZN1123433,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-7065736-1123433-24495221541_926,24495221541,926,701-7065736-1123433,Valid,24495221541
2025-09-13,AMZN9481808,Draft,Amazon.ca,SALTT30-LMLM,1.0,59.99,59.99,Order 701-7746988-9481808-24495221541_930,24495221541,930,701-7746988-9481808,Valid,24495221541
2025-09-24,AMZN0212429,Draft,Non-Amazon CA,SALTT30-ULTA,2.0,0.0,0.0,Order S01-2404075-0212429-24495221541_934,24495221541,934,CONSUMER-2025922-172235,Valid - $0 Transaction,24495221541
2025-09-13,AMZN9540237,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 702-7395637-9540237-24495221541_938,24495221541,938,702-7395637-9540237,Valid,24495221541
2025-09-16,AMZN4880250,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-4318958-4880250-24495221541_942,24495221541,942,702-4318958-4880250,Valid,24495221541
2025-09-19,AMZN5566665,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 701-3170395-5566665-24495221541_947,24495221541,947,701-3170395-5566665,Valid,24495221541
2025-09-20,AMZN5788226,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-1147417-5788226-24495221541_951,24495221541,951,702-1147417-5788226,Valid,24495221541
2025-09-20,AMZN1088208,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-9847240-1088208-24495221541_955,24495221541,955,701-9847240-1088208,Valid,24495221541
2025-09-17,AMZN3589859,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-0827116-3589859-24495221541_959,24495221541,959,702-0827116-3589859,Valid,24495221541
2025-09-18,AMZN0544239,Draft,Amazon.ca,SALTT30-LOCO,1.0,59.99,59.99,Order 702-5390071-0544239-24495221541_963,24495221541,963,702-5390071-0544239,Valid,24495221541
2025-09-17,AMZN0388246,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 702-8058565-0388246-24495221541_969,24495221541,969,702-8058565-0388246,Valid,24495221541
2025-09-19,AMZN4070629,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 702-0124815-4070629-24495221541_973,24495221541,973,702-0124815-4070629,Valid,24495221541
2025-09-18,AMZN2001835,Draft,Amazon.ca,SALTT30-MELN,1.0,59.99,59.99,Order 702-1340755-2001835-24495221541_977,24495221541,977,702-1340755-2001835,Valid,24495221541
2025-09-18,AMZN2082669,Draft,Amazon.ca,SALTT30-LMLM,1.0,59.99,59.99,Order 701-9103307-2082669-24495221541_983,24495221541,983,701-9103307-2082669,Valid,24495221541
2025-09-18,AMZN0388246,Draft,Amazon.ca,SALTT30-GRPF,1.0,59.99,59.99,Order 702-8058565-0388246-24495221541_987,24495221541,987,702-8058565-0388246,Valid,24495221541
2025-09-19,AMZN2141003,Draft,Amazon.ca,SALTT30-CHRY,1.0,59.99,59.99,Order 702-2142990-2141003-24495221541_991,24495221541,991,702-2142990-2141003,Valid,24495221541
2025-09-20,AMZN2265866,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-0342528-2265866-24495221541_995,24495221541,995,702-0342528-2265866,Valid,24495221541
2025-09-17,AMZN9274605,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-1843987-9274605-24495221541_999,24495221541,999,702-1843987-9274605,Valid,24495221541
2025-09-17,AMZN1185034,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-6626727-1185034-24495221541_1003,24495221541,1003,701-6626727-1185034,Valid,24495221541
2025-09-19,AMZN9944204,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-2295604-9944204-24495221541_1007,24495221541,1007,701-2295604-9944204,Valid,24495221541
2025-09-20,AMZN1633804,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-5628790-1633804-24495221541_1011,24495221541,1011,701-5628790-1633804,Valid,24495221541
2025-09-16,AMZN4399437,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-7114863-4399437-24495221541_1015,24495221541,1015,702-7114863-4399437,Valid,24495221541
2025-09-20,AMZN5225065,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 702-0782662-5225065-24495221541_1019,24495221541,1019,702-0782662-5225065,Valid,24495221541
2025-09-19,AMZN7647452,Draft,Amazon.ca,SALTT30-LMLM,1.0,59.99,59.99,Order 702-1167197-7647452-24495221541_1023,24495221541,1023,702-1167197-7647452,Valid,24495221541
2025-09-17,AMZN5077027,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 702-9203672-5077027-24495221541_1027,24495221541,1027,702-9203672-5077027,Valid,24495221541
2025-09-17,AMZN7641811,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 702-3354837-7641811-24495221541_1031,24495221541,1031,702-3354837-7641811,Valid,24495221541
2025-09-18,AMZN1642662,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-1461615-1642662-24495221541_1035,24495221541,1035,702-1461615-1642662,Valid,24495221541
2025-09-19,AMZN0225835,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-4375328-0225835-24495221541_1041,24495221541,1041,702-4375328-0225835,Valid,24495221541
2025-09-19,AMZN2182632,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-9038445-2182632-24495221541_1045,24495221541,1045,701-9038445-2182632,Valid,24495221541
2025-09-19,AMZN5441815,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-2204824-5441815-24495221541_1049,24495221541,1049,701-2204824-5441815,Valid,24495221541
2025-09-19,AMZN5471408,Draft,Amazon.ca,SALTT30-SUMR,1.0,59.99,59.99,Order 701-0916929-5471408-24495221541_1053,24495221541,1053,701-0916929-5471408,Valid,24495221541
2025-09-19,AMZN0153025,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 701-4420005-0153025-24495221541_1057,24495221541,1057,701-4420005-0153025,Valid,24495221541
2025-09-17,AMZN2046639,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-8105043-2046639-24495221541_1063,24495221541,1063,702-8105043-2046639,Valid,24495221541
2025-09-20,AMZN4409862,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-1325055-4409862-24495221541_1067,24495221541,1067,701-1325055-4409862,Valid,24495221541
2025-09-17,AMZN7969855,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-7420128-7969855-24495221541_1071,24495221541,1071,701-7420128-7969855,Valid,24495221541
2025-09-18,AMZN2200218,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-9535654-2200218-24495221541_1075,24495221541,1075,702-9535654-2200218,Valid,24495221541
2025-09-19,AMZN8413841,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 702-1529053-8413841-24495221541_1079,24495221541,1079,702-1529053-8413841,Valid,24495221541
2025-09-20,AMZN4351435,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-3260658-4351435-24495221541_1083,24495221541,1083,702-3260658-4351435,Valid,24495221541
2025-09-20,AMZN3885804,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 702-2791688-3885804-24495221541_1087,24495221541,1087,702-2791688-3885804,Valid,24495221541
2025-09-20,AMZN4031465,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-3791030-4031465-24495221541_1091,24495221541,1091,702-3791030-4031465,Valid,24495221541
2025-09-20,AMZN2141044,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 701-3859605-2141044-24495221541_1095,24495221541,1095,701-3859605-2141044,Valid,24495221541
2025-09-20,AMZN6447462,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-6388634-6447462-24495221541_1099,24495221541,1099,701-6388634-6447462,Valid,24495221541
2025-09-17,AMZN2928204,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-6172454-2928204-24495221541_1103,24495221541,1103,702-6172454-2928204,Valid,24495221541
2025-09-18,AMZN7542648,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-1252522-7542648-24495221541_1107,24495221541,1107,701-1252522-7542648,Valid,24495221541
2025-09-18,AMZN4853866,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-2883083-4853866-24495221541_1111,24495221541,1111,701-2883083-4853866,Valid,24495221541
2025-09-17,AMZN8264245,Draft,Amazon.ca,SALTT30-CHRY,1.0,59.99,59.99,Order 702-3385701-8264245-24495221541_1115,24495221541,1115,702-3385701-8264245,Valid,24495221541
2025-09-19,AMZN9043428,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 701-0611930-9043428-24495221541_1119,24495221541,1119,701-0611930-9043428,Valid,24495221541
2025-09-18,AMZN8209028,Draft,Amazon.ca,SALTT30-CRML,1.0,59.99,59.99,Order 702-8700265-8209028-24495221541_1123,24495221541,1123,702-8700265-8209028,Valid,24495221541
2025-09-20,AMZN5525846,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-7996001-5525846-24495221541_1127,24495221541,1127,702-7996001-5525846,Valid,24495221541
2025-09-17,AMZN5878654,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-5761615-5878654-24495221541_1131,24495221541,1131,702-5761615-5878654,Valid,24495221541
2025-09-18,AMZN8272226,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-3326671-8272226-24495221541_1137,24495221541,1137,702-3326671-8272226,Valid,24495221541
2025-09-20,AMZN5508228,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-5943842-5508228-24495221541_1141,24495221541,1141,701-5943842-5508228,Valid,24495221541
2025-09-20,AMZN2837823,Draft,Amazon.ca,SALTT30-CHRY,1.0,59.99,59.99,Order 701-8881999-2837823-24495221541_1145,24495221541,1145,701-8881999-2837823,Valid,24495221541
2025-09-19,AMZN1695428,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-3762867-1695428-24495221541_1149,24495221541,1149,701-3762867-1695428,Valid,24495221541
2025-09-19,AMZN7931465,Draft,Amazon.ca,SALTT30-BERY,1.0,43.29,43.29,REVERSAL_REIMBURSEMENT-24495221541_1156,24495221541,1156,,Valid,24495221541
2025-09-17,AMZN4976266,Draft,Amazon.ca,SALTT30-MELN,1.0,43.29,43.29,REVERSAL_REIMBURSEMENT-24495221541_1157,24495221541,1157,,Valid,24495221541
2025-09-24,AMZN8068259,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 702-4187839-8068259-24495221541_1159,24495221541,1159,702-4187839-8068259,Valid,24495221541
2025-09-23,AMZN2944264,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-3077507-2944264-24495221541_1165,24495221541,1165,702-3077507-2944264,Valid,24495221541
2025-09-24,AMZN5048254,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-8703417-5048254-24495221541_1169,24495221541,1169,701-8703417-5048254,Valid,24495221541
2025-09-22,AMZN7413809,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-1400103-7413809-24495221541_1175,24495221541,1175,701-1400103-7413809,Valid,24495221541
2025-09-23,AMZN4490604,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-0612556-4490604-24495221541_1181,24495221541,1181,701-0612556-4490604,Valid,24495221541
2025-09-23,AMZN0096258,Draft,Amazon.ca,SALTT30-CHRY,1.0,59.99,59.99,Order 702-5907660-0096258-24495221541_1187,24495221541,1187,702-5907660-0096258,Valid,24495221541
2025-09-22,AMZN9505847,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 701-3541690-9505847-24495221541_1191,24495221541,1191,701-3541690-9505847,Valid,24495221541
2025-09-21,AMZN1663413,Draft,Amazon.ca,SALTT30-LOCO,1.0,59.99,59.99,Order 701-9149352-1663413-24495221541_1197,24495221541,1197,701-9149352-1663413,Valid,24495221541
2025-09-21,AMZN1663413,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-9149352-1663413-24495221541_1201,24495221541,1201,701-9149352-1663413,Valid,24495221541
2025-09-24,AMZN4052246,Draft,Amazon.ca,SALTT30-ORNG,1.0,59.99,59.99,Order 702-5980308-4052246-24495221541_1205,24495221541,1205,702-5980308-4052246,Valid,24495221541
2025-09-24,AMZN8732224,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-0994063-8732224-24495221541_1209,24495221541,1209,702-0994063-8732224,Valid,24495221541
2025-09-24,AMZN1488267,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-0239092-1488267-24495221541_1215,24495221541,1215,701-0239092-1488267,Valid,24495221541
2025-09-21,AMZN9463441,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-5018733-9463441-24495221541_1221,24495221541,1221,701-5018733-9463441,Valid,24495221541
2025-09-24,AMZN2793026,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-1558453-2793026-24495221541_1227,24495221541,1227,701-1558453-2793026,Valid,24495221541
2025-09-22,AMZN2304207,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-5208846-2304207-24495221541_1231,24495221541,1231,701-5208846-2304207,Valid,24495221541
2025-09-22,AMZN2304207,Draft,Amazon.ca,SALTT30-CRML,1.0,59.99,59.99,Order 701-5208846-2304207-24495221541_1235,24495221541,1235,701-5208846-2304207,Valid,24495221541
2025-09-23,AMZN9968203,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-3829284-9968203-24495221541_1239,24495221541,1239,702-3829284-9968203,Valid,24495221541
2025-09-24,AMZN2581828,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 701-8229562-2581828-24495221541_1243,24495221541,1243,701-8229562-2581828,Valid,24495221541
2025-09-22,AMZN3571400,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 702-3647538-3571400-24495221541_1247,24495221541,1247,702-3647538-3571400,Valid,24495221541
2025-09-22,AMZN8741861,Draft,Amazon.ca,SALTT30-LMLM,1.0,59.99,59.99,Order 701-5527905-8741861-24495221541_1253,24495221541,1253,701-5527905-8741861,Valid,24495221541
2025-09-22,AMZN2756210,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 702-4977311-2756210-24495221541_1257,24495221541,1257,702-4977311-2756210,Valid,24495221541
2025-09-24,AMZN1963427,Draft,Amazon.ca,SALTT30-SUMR,1.0,59.99,59.99,Order 701-3980346-1963427-24495221541_1261,24495221541,1261,701-3980346-1963427,Valid,24495221541
2025-09-23,AMZN9693023,Draft,Amazon.ca,SALTT30-GRPF,1.0,59.99,59.99,Order 701-9365960-9693023-24495221541_1265,24495221541,1265,701-9365960-9693023,Valid,24495221541
2025-09-21,AMZN6685035,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-7825594-6685035-24495221541_1271,24495221541,1271,701-7825594-6685035,Valid,24495221541
2025-09-21,AMZN0381043,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 701-9533629-0381043-24495221541_1277,24495221541,1277,701-9533629-0381043,Valid,24495221541
2025-09-23,AMZN8897833,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-2508061-8897833-24495221541_1281,24495221541,1281,702-2508061-8897833,Valid,24495221541
2025-09-22,AMZN0830629,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 702-9969182-0830629-24495221541_1285,24495221541,1285,702-9969182-0830629,Valid,24495221541
2025-09-23,AMZN6932254,Draft,Amazon.ca,SALTT30-FRUT,1.0,59.99,59.99,Order 701-4968681-6932254-24495221541_1291,24495221541,1291,701-4968681-6932254,Valid,24495221541
2025-09-22,AMZN3681842,Draft,Amazon.ca,SALTT30-ULTA,1.0,59.99,59.99,Order 702-3227523-3681842-24495221541_1295,24495221541,1295,702-3227523-3681842,Valid,24495221541
2025-09-22,AMZN9622613,Draft,Amazon.ca,SALTT30-BLUE,1.0,59.99,59.99,Order 701-6062622-9622613-24495221541_1299,24495221541,1299,701-6062622-9622613,Valid,24495221541
2025-09-22,AMZN9622613,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-6062622-9622613-24495221541_1305,24495221541,1305,701-6062622-9622613,Valid,24495221541
2025-09-22,AMZN5307411,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 702-2831527-5307411-24495221541_1311,24495221541,1311,702-2831527-5307411,Valid,24495221541
2025-09-22,AMZN2659409,Draft,Amazon.ca,SALTT15-FRUT,1.0,34.99,34.99,Order 702-9034758-2659409-24495221541_1315,24495221541,1315,702-9034758-2659409,Valid,24495221541
2025-09-23,AMZN5631466,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 702-1018610-5631466-24495221541_1319,24495221541,1319,702-1018610-5631466,Valid,24495221541
2025-09-23,AMZN5631466,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 702-1018610-5631466-24495221541_1325,24495221541,1325,702-1018610-5631466,Valid,24495221541
2025-09-22,AMZN1731413,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-9323963-1731413-24495221541_1331,24495221541,1331,701-9323963-1731413,Valid,24495221541
2025-09-23,AMZN0453049,Draft,Amazon.ca,SALTT30-CLEN,1.0,59.99,59.99,Order 701-3243955-0453049-24495221541_1335,24495221541,1335,701-3243955-0453049,Valid,24495221541
2025-09-25,AMZN8314637,Draft,Amazon.ca,SALTT15-ALLT,1.0,34.99,34.99,Order 701-8471328-8314637-24495221541_1341,24495221541,1341,701-8471328-8314637,Valid,24495221541
