Invoice Number,Customer Name,Payment Amount,Payment Date,Paid Through Account,Payment Mode,Description,Reference Number,settlement_id
AMZN1057842,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1407 - Merchant Order ID: 702-9005140-1057842,24495221541,24495221541
AMZN1084235,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 808 - Merchant Order ID: 701-4482258-1084235,24495221541,24495221541
AMZN1088208,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 955 - Merchant Order ID: 701-9847240-1088208,24495221541,24495221541
AMZN1123433,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 926 - Merchant Order ID: 701-7065736-1123433,24495221541,24495221541
AMZN1185034,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1003 - Merchant Order ID: 701-6626727-1185034,24495221541,24495221541
AMZN1488267,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1215 - Merchant Order ID: 701-0239092-1488267,24495221541,24495221541
AMZN1633804,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1011 - Merchant Order ID: 701-5628790-1633804,24495221541,24495221541
AMZN1642662,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1035 - Merchant Order ID: 702-1461615-1642662,24495221541,24495221541
AMZN1663413,Amazon.ca,119.98,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1197 - Merchant Order ID: 701-9149352-1663413,24495221541,24495221541
AMZN1695428,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1149 - Merchant Order ID: 701-3762867-1695428,24495221541,24495221541
AMZN1731413,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1331 - Merchant Order ID: 701-9323963-1731413,24495221541,24495221541
AMZN1963427,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1261 - Merchant Order ID: 701-3980346-1963427,24495221541,24495221541
AMZN2001835,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 977 - Merchant Order ID: 702-1340755-2001835,24495221541,24495221541
AMZN2046639,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1063 - Merchant Order ID: 702-8105043-2046639,24495221541,24495221541
AMZN2082669,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 983 - Merchant Order ID: 701-9103307-2082669,24495221541,24495221541
AMZN2085822,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 754 - Merchant Order ID: 702-7493164-2085822,24495221541,24495221541
AMZN2109021,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1397 - Merchant Order ID: 701-1121310-2109021,24495221541,24495221541
AMZN2141003,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 991 - Merchant Order ID: 702-2142990-2141003,24495221541,24495221541
AMZN2141044,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1095 - Merchant Order ID: 701-3859605-2141044,24495221541,24495221541
AMZN2145048,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 882 - Merchant Order ID: 702-7322508-2145048,24495221541,24495221541
AMZN2182632,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1045 - Merchant Order ID: 701-9038445-2182632,24495221541,24495221541
AMZN2200218,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1075 - Merchant Order ID: 702-9535654-2200218,24495221541,24495221541
AMZN2265866,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 995 - Merchant Order ID: 702-0342528-2265866,24495221541,24495221541
AMZN2285052,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 920 - Merchant Order ID: 701-0723705-2285052,24495221541,24495221541
AMZN2304207,Amazon.ca,119.98,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1231 - Merchant Order ID: 701-5208846-2304207,24495221541,24495221541
AMZN2313806,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 732 - Merchant Order ID: 702-6280630-2313806,24495221541,24495221541
AMZN2406665,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 736 - Merchant Order ID: 702-8337775-2406665,24495221541,24495221541
AMZN2465869,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 750 - Merchant Order ID: 701-3724549-2465869,24495221541,24495221541
AMZN2485865,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 788 - Merchant Order ID: 702-3276519-2485865,24495221541,24495221541
AMZN2581828,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1243 - Merchant Order ID: 701-8229562-2581828,24495221541,24495221541
AMZN2585804,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1387 - Merchant Order ID: 701-0824883-2585804,24495221541,24495221541
AMZN2659409,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1315 - Merchant Order ID: 702-9034758-2659409,24495221541,24495221541
AMZN2666632,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 838 - Merchant Order ID: 702-0422043-2666632,24495221541,24495221541
AMZN2704219,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 866 - Merchant Order ID: 702-7067788-2704219,24495221541,24495221541
AMZN2709851,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 804 - Merchant Order ID: 702-6308563-2709851,24495221541,24495221541
AMZN2756210,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1257 - Merchant Order ID: 702-4977311-2756210,24495221541,24495221541
AMZN2793026,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1227 - Merchant Order ID: 701-1558453-2793026,24495221541,24495221541
AMZN2837823,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1145 - Merchant Order ID: 701-8881999-2837823,24495221541,24495221541
AMZN2928204,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1103 - Merchant Order ID: 702-6172454-2928204,24495221541,24495221541
AMZN2944264,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1165 - Merchant Order ID: 702-3077507-2944264,24495221541,24495221541
AMZN3134615,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 746 - Merchant Order ID: 701-8894237-3134615,24495221541,24495221541
AMZN3193069,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1421 - Merchant Order ID: 701-6697888-3193069,24495221541,24495221541
AMZN3241041,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 720 - Merchant Order ID: 702-9498794-3241041,24495221541,24495221541
AMZN3345056,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 784 - Merchant Order ID: 702-8947812-3345056,24495221541,24495221541
AMZN3391452,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1365 - Merchant Order ID: 702-6887444-3391452,24495221541,24495221541
AMZN3420261,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 740 - Merchant Order ID: 701-3638128-3420261,24495221541,24495221541
AMZN3571400,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1247 - Merchant Order ID: 702-3647538-3571400,24495221541,24495221541
AMZN3589859,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 959 - Merchant Order ID: 702-0827116-3589859,24495221541,24495221541
AMZN3681842,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1295 - Merchant Order ID: 702-3227523-3681842,24495221541,24495221541
AMZN3763410,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1401 - Merchant Order ID: 702-7255896-3763410,24495221541,24495221541
AMZN3885804,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1087 - Merchant Order ID: 702-2791688-3885804,24495221541,24495221541
AMZN3959459,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1383 - Merchant Order ID: 701-3793123-3959459,24495221541,24495221541
AMZN3981015,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 834 - Merchant Order ID: 701-0360549-3981015,24495221541,24495221541
AMZN4031465,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1091 - Merchant Order ID: 702-3791030-4031465,24495221541,24495221541
AMZN4052246,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1205 - Merchant Order ID: 702-5980308-4052246,24495221541,24495221541
AMZN4070629,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 973 - Merchant Order ID: 702-0124815-4070629,24495221541,24495221541
AMZN4351435,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1083 - Merchant Order ID: 702-3260658-4351435,24495221541,24495221541
AMZN4381035,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 874 - Merchant Order ID: 701-8051225-4381035,24495221541,24495221541
AMZN4394628,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 760 - Merchant Order ID: 702-7608000-4394628,24495221541,24495221541
AMZN4399437,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1015 - Merchant Order ID: 702-7114863-4399437,24495221541,24495221541
AMZN4409862,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1067 - Merchant Order ID: 701-1325055-4409862,24495221541,24495221541
AMZN4490604,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1181 - Merchant Order ID: 701-0612556-4490604,24495221541,24495221541
AMZN4562613,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 818 - Merchant Order ID: 701-5867416-4562613,24495221541,24495221541
AMZN4572204,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1345 - Merchant Order ID: 702-2180422-4572204,24495221541,24495221541
AMZN4585016,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 890 - Merchant Order ID: 702-6353299-4585016,24495221541,24495221541
AMZN4609019,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1359 - Merchant Order ID: 701-7492467-4609019,24495221541,24495221541
AMZN4853866,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1111 - Merchant Order ID: 701-2883083-4853866,24495221541,24495221541
AMZN4880250,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 942 - Merchant Order ID: 702-4318958-4880250,24495221541,24495221541
AMZN4945046,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1425 - Merchant Order ID: 701-5442643-4945046,24495221541,24495221541
AMZN4973052,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 712 - Merchant Order ID: 702-5331135-4973052,24495221541,24495221541
AMZN5048254,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1169 - Merchant Order ID: 701-8703417-5048254,24495221541,24495221541
AMZN5077027,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1027 - Merchant Order ID: 702-9203672-5077027,24495221541,24495221541
AMZN5225065,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1019 - Merchant Order ID: 702-0782662-5225065,24495221541,24495221541
AMZN5307411,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1311 - Merchant Order ID: 702-2831527-5307411,24495221541,24495221541
AMZN5441815,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1049 - Merchant Order ID: 701-2204824-5441815,24495221541,24495221541
AMZN5471408,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1053 - Merchant Order ID: 701-0916929-5471408,24495221541,24495221541
AMZN5485855,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1411 - Merchant Order ID: 701-9787978-5485855,24495221541,24495221541
AMZN5508228,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1141 - Merchant Order ID: 701-5943842-5508228,24495221541,24495221541
AMZN5508243,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 716 - Merchant Order ID: 702-2656129-5508243,24495221541,24495221541
AMZN5525846,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1127 - Merchant Order ID: 702-7996001-5525846,24495221541,24495221541
AMZN5546652,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1351 - Merchant Order ID: 702-8835301-5546652,24495221541,24495221541
AMZN5566665,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 947 - Merchant Order ID: 701-3170395-5566665,24495221541,24495221541
AMZN5631466,Amazon.ca,94.98,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1319 - Merchant Order ID: 702-1018610-5631466,24495221541,24495221541
AMZN5746669,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 778 - Merchant Order ID: 701-5803254-5746669,24495221541,24495221541
AMZN5788226,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 951 - Merchant Order ID: 702-1147417-5788226,24495221541,24495221541
AMZN5878654,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1131 - Merchant Order ID: 702-5761615-5878654,24495221541,24495221541
AMZN6447462,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1099 - Merchant Order ID: 701-6388634-6447462,24495221541,24495221541
AMZN6464206,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 856 - Merchant Order ID: 702-0464883-6464206,24495221541,24495221541
AMZN6685035,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1271 - Merchant Order ID: 701-7825594-6685035,24495221541,24495221541
AMZN6690622,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 844 - Merchant Order ID: 701-1013336-6690622,24495221541,24495221541
AMZN6791445,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 706 - Merchant Order ID: 702-4520985-6791445,24495221541,24495221541
AMZN6847436,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1415 - Merchant Order ID: 701-2391815-6847436,24495221541,24495221541
AMZN6932254,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1291 - Merchant Order ID: 701-4968681-6932254,24495221541,24495221541
AMZN7052260,Amazon.ca,119.98,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 792 - Merchant Order ID: 701-7062747-7052260,24495221541,24495221541
AMZN7178647,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 770 - Merchant Order ID: 701-9586212-7178647,24495221541,24495221541
AMZN7413809,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1175 - Merchant Order ID: 701-1400103-7413809,24495221541,24495221541
AMZN7542648,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1107 - Merchant Order ID: 701-1252522-7542648,24495221541,24495221541
AMZN7641811,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1031 - Merchant Order ID: 702-3354837-7641811,24495221541,24495221541
AMZN7647452,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1023 - Merchant Order ID: 702-1167197-7647452,24495221541,24495221541
AMZN7655468,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1379 - Merchant Order ID: 701-4862560-7655468,24495221541,24495221541
AMZN7822628,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 878 - Merchant Order ID: 701-2195597-7822628,24495221541,24495221541
AMZN7907443,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 830 - Merchant Order ID: 702-3221621-7907443,24495221541,24495221541
AMZN7969855,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1071 - Merchant Order ID: 701-7420128-7969855,24495221541,24495221541
AMZN8032216,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 904 - Merchant Order ID: 702-9554774-8032216,24495221541,24495221541
AMZN8068259,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1159 - Merchant Order ID: 702-4187839-8068259,24495221541,24495221541
AMZN8113815,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 862 - Merchant Order ID: 702-3223184-8113815,24495221541,24495221541
AMZN8114621,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 886 - Merchant Order ID: 702-3645653-8114621,24495221541,24495221541
AMZN8209028,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1123 - Merchant Order ID: 702-8700265-8209028,24495221541,24495221541
AMZN8264245,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1115 - Merchant Order ID: 702-3385701-8264245,24495221541,24495221541
AMZN8272226,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1137 - Merchant Order ID: 702-3326671-8272226,24495221541,24495221541
AMZN8314637,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1341 - Merchant Order ID: 701-8471328-8314637,24495221541,24495221541
AMZN8413841,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1079 - Merchant Order ID: 702-1529053-8413841,24495221541,24495221541
AMZN8455414,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 894 - Merchant Order ID: 701-1561694-8455414,24495221541,24495221541
AMZN8650628,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 726 - Merchant Order ID: 702-6424903-8650628,24495221541,24495221541
AMZN8732224,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1209 - Merchant Order ID: 702-0994063-8732224,24495221541,24495221541
AMZN8741861,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1253 - Merchant Order ID: 701-5527905-8741861,24495221541,24495221541
AMZN8897833,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1281 - Merchant Order ID: 702-2508061-8897833,24495221541,24495221541
AMZN8953806,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 916 - Merchant Order ID: 701-2601712-8953806,24495221541,24495221541
AMZN9019460,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1355 - Merchant Order ID: 702-0309591-9019460,24495221541,24495221541
AMZN9043428,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1119 - Merchant Order ID: 701-0611930-9043428,24495221541,24495221541
AMZN9073816,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 900 - Merchant Order ID: 701-9939968-9073816,24495221541,24495221541
AMZN9093033,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 852 - Merchant Order ID: 702-3130542-9093033,24495221541,24495221541
AMZN9094603,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 764 - Merchant Order ID: 702-5125680-9094603,24495221541,24495221541
AMZN9102603,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 774 - Merchant Order ID: 702-8503602-9102603,24495221541,24495221541
AMZN9274605,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 999 - Merchant Order ID: 702-1843987-9274605,24495221541,24495221541
AMZN9357846,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1391 - Merchant Order ID: 701-8687585-9357846,24495221541,24495221541
AMZN9463441,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1221 - Merchant Order ID: 701-5018733-9463441,24495221541,24495221541
AMZN9481808,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 930 - Merchant Order ID: 701-7746988-9481808,24495221541,24495221541
AMZN9489859,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 848 - Merchant Order ID: 701-4272227-9489859,24495221541,24495221541
AMZN9505847,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1191 - Merchant Order ID: 701-3541690-9505847,24495221541,24495221541
AMZN9540237,Amazon.ca,34.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 938 - Merchant Order ID: 702-7395637-9540237,24495221541,24495221541
AMZN9622613,Amazon.ca,94.98,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1299 - Merchant Order ID: 701-6062622-9622613,24495221541,24495221541
AMZN9693023,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1265 - Merchant Order ID: 701-9365960-9693023,24495221541,24495221541
AMZN9894652,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 814 - Merchant Order ID: 701-5261655-9894652,24495221541,24495221541
AMZN9944204,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1007 - Merchant Order ID: 701-2295604-9944204,24495221541,24495221541
AMZN9968203,Amazon.ca,59.99,2025-09-27,Amazon.ca Clearing,Direct Deposit,Row ID: 1239 - Merchant Order ID: 702-3829284-9968203,24495221541,24495221541
